"state"	"year"	"num_electoral_votes"
"1535"	"california"	"1908"	10
"1536"	"colorado"	"1908"	5
"1537"	"connecticut"	"1908"	7
"1538"	"district of columbia"	"1908"	NA
"1539"	"delaware"	"1908"	3
"1540"	"florida"	"1908"	5
"1541"	"georgia"	"1908"	13
"1542"	"hawaii"	"1908"	NA
"1543"	"idaho"	"1908"	3
"1544"	"illinois"	"1908"	27
"1545"	"indiana"	"1908"	15
"1546"	"iowa"	"1908"	13
"1547"	"kansas"	"1908"	10
"1548"	"kentucky"	"1908"	13
"1549"	"louisiana"	"1908"	9
"1550"	"maine"	"1908"	6
"1551"	"maryland"	"1908"	8
"1552"	"massachusetts"	"1908"	16
"1553"	"michigan"	"1908"	14
"1554"	"minnesota"	"1908"	11
"1555"	"mississippi"	"1908"	10
"1556"	"missouri"	"1908"	18
"1557"	"montana"	"1908"	3
"1558"	"nebraska"	"1908"	8
"1559"	"nevada"	"1908"	3
"1560"	"new hampshire"	"1908"	4
"1561"	"new jersey"	"1908"	12
"1562"	"new mexico"	"1908"	NA
"1563"	"new york"	"1908"	39
"1564"	"north carolina"	"1908"	12
"1565"	"north dakota"	"1908"	4
"1566"	"ohio"	"1908"	23
"1567"	"oklahoma"	"1908"	7
"1568"	"oregon"	"1908"	4
"1569"	"pennsylvania"	"1908"	34
"1570"	"rhode island"	"1908"	4
"1571"	"south carolina"	"1908"	9
"1572"	"south dakota"	"1908"	4
"1573"	"tennessee"	"1908"	12
"1574"	"texas"	"1908"	18
"1575"	"utah"	"1908"	3
"1576"	"vermont"	"1908"	4
"1577"	"virginia"	"1908"	12
"1578"	"washington"	"1908"	5
"1579"	"west virginia"	"1908"	7
"1580"	"wisconsin"	"1908"	13
"1581"	"wyoming"	"1908"	3
"1582"	"alabama"	"1912"	12
"1583"	"alaska"	"1912"	NA
"1584"	"arizona"	"1912"	3
"1585"	"arkansas"	"1912"	9
"1586"	"california"	"1912"	13
"1587"	"colorado"	"1912"	6
"1588"	"connecticut"	"1912"	7
"1589"	"district of columbia"	"1912"	NA
"1590"	"delaware"	"1912"	3
"1591"	"florida"	"1912"	6
"1592"	"georgia"	"1912"	14
"1593"	"hawaii"	"1912"	NA
"1594"	"idaho"	"1912"	4
"1595"	"illinois"	"1912"	29
"1596"	"indiana"	"1912"	15
"1597"	"iowa"	"1912"	13
"1598"	"kansas"	"1912"	10
"1599"	"kentucky"	"1912"	13
"1600"	"louisiana"	"1912"	10
"1601"	"maine"	"1912"	6
"1602"	"maryland"	"1912"	8
"1603"	"massachusetts"	"1912"	18
"1604"	"michigan"	"1912"	15
"1605"	"minnesota"	"1912"	12
"1606"	"mississippi"	"1912"	10
"1607"	"missouri"	"1912"	18
"1608"	"montana"	"1912"	4
"1609"	"nebraska"	"1912"	8
"1610"	"nevada"	"1912"	3
"1611"	"new hampshire"	"1912"	4
"1612"	"new jersey"	"1912"	14
"1613"	"new mexico"	"1912"	3
"1614"	"new york"	"1912"	45
"1615"	"north carolina"	"1912"	12
"1616"	"north dakota"	"1912"	5
"1617"	"ohio"	"1912"	24
"1618"	"oklahoma"	"1912"	10
"1619"	"oregon"	"1912"	5
"1620"	"pennsylvania"	"1912"	38
"1621"	"rhode island"	"1912"	5
"1622"	"south carolina"	"1912"	9
"1623"	"south dakota"	"1912"	5
"1624"	"tennessee"	"1912"	12
"1625"	"texas"	"1912"	20
"1626"	"utah"	"1912"	4
"1627"	"vermont"	"1912"	4
"1628"	"virginia"	"1912"	12
"1629"	"washington"	"1912"	7
"1630"	"west virginia"	"1912"	8
"1631"	"wisconsin"	"1912"	13
"1632"	"wyoming"	"1912"	3
"1633"	"alabama"	"1916"	12
"1634"	"alaska"	"1916"	NA
"1635"	"arizona"	"1916"	3
"1636"	"arkansas"	"1916"	9
"1637"	"california"	"1916"	13
"1638"	"colorado"	"1916"	6
"1639"	"connecticut"	"1916"	7
"1640"	"district of columbia"	"1916"	NA
"1641"	"delaware"	"1916"	3
"1642"	"florida"	"1916"	6
"1643"	"georgia"	"1916"	14
"1644"	"hawaii"	"1916"	NA
"1645"	"idaho"	"1916"	4
"1646"	"illinois"	"1916"	29
"1647"	"indiana"	"1916"	15
"1648"	"iowa"	"1916"	13
"1649"	"kansas"	"1916"	10
"1650"	"kentucky"	"1916"	13
"1651"	"louisiana"	"1916"	10
"1652"	"maine"	"1916"	6
"1653"	"maryland"	"1916"	8
"1654"	"massachusetts"	"1916"	18
"1655"	"michigan"	"1916"	15
"1656"	"minnesota"	"1916"	12
"1657"	"mississippi"	"1916"	10
"1658"	"missouri"	"1916"	18
"1659"	"montana"	"1916"	4
"1660"	"nebraska"	"1916"	8
"1661"	"nevada"	"1916"	3
"1662"	"new hampshire"	"1916"	4
"1663"	"new jersey"	"1916"	14
"1664"	"new mexico"	"1916"	3
"1665"	"new york"	"1916"	45
"1666"	"north carolina"	"1916"	12
"1667"	"north dakota"	"1916"	5
"1668"	"ohio"	"1916"	24
"1669"	"oklahoma"	"1916"	10
"1670"	"oregon"	"1916"	5
"1671"	"pennsylvania"	"1916"	38
"1672"	"rhode island"	"1916"	5
"1673"	"south carolina"	"1916"	9
"1674"	"south dakota"	"1916"	5
"1675"	"tennessee"	"1916"	12
"1676"	"texas"	"1916"	20
"1677"	"utah"	"1916"	4
"1678"	"vermont"	"1916"	4
"1679"	"virginia"	"1916"	12
"1680"	"washington"	"1916"	7
"1681"	"west virginia"	"1916"	8
"1682"	"wisconsin"	"1916"	13
"1683"	"wyoming"	"1916"	3
"1684"	"alabama"	"1920"	12
"1685"	"alaska"	"1920"	NA
"1686"	"arizona"	"1920"	3
"1687"	"arkansas"	"1920"	9
"1688"	"california"	"1920"	13
"1689"	"colorado"	"1920"	6
"1690"	"connecticut"	"1920"	7
"1691"	"district of columbia"	"1920"	NA
"1692"	"delaware"	"1920"	3
"1693"	"florida"	"1920"	6
"1694"	"georgia"	"1920"	14
"1695"	"hawaii"	"1920"	NA
"1696"	"idaho"	"1920"	4
"1697"	"illinois"	"1920"	29
"1698"	"indiana"	"1920"	15
"1699"	"iowa"	"1920"	13
"1700"	"kansas"	"1920"	10
"1701"	"kentucky"	"1920"	13
"1702"	"louisiana"	"1920"	10
"1703"	"maine"	"1920"	6
"1704"	"maryland"	"1920"	8
"1705"	"massachusetts"	"1920"	18
"1706"	"michigan"	"1920"	15
"1707"	"minnesota"	"1920"	12
"1708"	"mississippi"	"1920"	10
"1709"	"missouri"	"1920"	18
"1710"	"montana"	"1920"	4
"1711"	"nebraska"	"1920"	8
"1712"	"nevada"	"1920"	3
"1713"	"new hampshire"	"1920"	4
"1714"	"new jersey"	"1920"	14
"1715"	"new mexico"	"1920"	3
"1716"	"new york"	"1920"	45
"1717"	"north carolina"	"1920"	12
"1718"	"north dakota"	"1920"	5
"1719"	"ohio"	"1920"	24
"1720"	"oklahoma"	"1920"	10
"1721"	"oregon"	"1920"	5
"1722"	"pennsylvania"	"1920"	38
"1723"	"rhode island"	"1920"	5
"1724"	"south carolina"	"1920"	9
"1725"	"south dakota"	"1920"	5
"1726"	"tennessee"	"1920"	12
"1727"	"texas"	"1920"	20
"1728"	"utah"	"1920"	4
"1729"	"vermont"	"1920"	4
"1730"	"virginia"	"1920"	12
"1731"	"washington"	"1920"	7
"1732"	"west virginia"	"1920"	8
"1733"	"wisconsin"	"1920"	13
"1734"	"wyoming"	"1920"	3
"1735"	"alabama"	"1924"	12
"1736"	"alaska"	"1924"	NA
"1737"	"arizona"	"1924"	3
"1738"	"arkansas"	"1924"	9
"1739"	"california"	"1924"	13
"1740"	"colorado"	"1924"	6
"1741"	"connecticut"	"1924"	7
"1742"	"district of columbia"	"1924"	NA
"1743"	"delaware"	"1924"	3
"1744"	"florida"	"1924"	6
"1745"	"georgia"	"1924"	14
"1746"	"hawaii"	"1924"	NA
"1747"	"idaho"	"1924"	4
"1748"	"illinois"	"1924"	29
"1749"	"indiana"	"1924"	15
"1750"	"iowa"	"1924"	13
"1751"	"kansas"	"1924"	10
"1752"	"kentucky"	"1924"	13
"1753"	"louisiana"	"1924"	10
"1754"	"maine"	"1924"	6
"1755"	"maryland"	"1924"	8
"1756"	"massachusetts"	"1924"	18
"1757"	"michigan"	"1924"	15
"1758"	"minnesota"	"1924"	12
"1759"	"mississippi"	"1924"	10
"1760"	"missouri"	"1924"	18
"1761"	"montana"	"1924"	4
"1762"	"nebraska"	"1924"	8
"1763"	"nevada"	"1924"	3
"1764"	"new hampshire"	"1924"	4
"1765"	"new jersey"	"1924"	14
"1766"	"new mexico"	"1924"	3
"1767"	"new york"	"1924"	45
"1768"	"north carolina"	"1924"	12
"1769"	"north dakota"	"1924"	5
"1770"	"ohio"	"1924"	24
"1771"	"oklahoma"	"1924"	10
"1772"	"oregon"	"1924"	5
"1773"	"pennsylvania"	"1924"	38
"1774"	"rhode island"	"1924"	5
"1775"	"south carolina"	"1924"	9
"1776"	"south dakota"	"1924"	5
"1777"	"tennessee"	"1924"	12
"1778"	"texas"	"1924"	20
"1779"	"utah"	"1924"	4
"1780"	"vermont"	"1924"	4
"1781"	"virginia"	"1924"	12
"1782"	"washington"	"1924"	7
"1783"	"west virginia"	"1924"	8
"1784"	"wisconsin"	"1924"	13
"1785"	"wyoming"	"1924"	3
"1786"	"alabama"	"1928"	12
"1787"	"alaska"	"1928"	NA
"1788"	"arizona"	"1928"	3
"1789"	"arkansas"	"1928"	9
"1790"	"california"	"1928"	13
"1791"	"colorado"	"1928"	6
"1792"	"connecticut"	"1928"	7
"1793"	"district of columbia"	"1928"	NA
"1794"	"delaware"	"1928"	3
"1795"	"florida"	"1928"	6
"1796"	"georgia"	"1928"	14
"1797"	"hawaii"	"1928"	NA
"1798"	"idaho"	"1928"	4
"1799"	"illinois"	"1928"	29
"1800"	"indiana"	"1928"	15
"1801"	"iowa"	"1928"	13
"1802"	"kansas"	"1928"	10
"1803"	"kentucky"	"1928"	13
"1804"	"louisiana"	"1928"	10
"1805"	"maine"	"1928"	6
"1806"	"maryland"	"1928"	8
"1807"	"massachusetts"	"1928"	18
"1808"	"michigan"	"1928"	15
"1809"	"minnesota"	"1928"	12
"1810"	"mississippi"	"1928"	10
"1811"	"missouri"	"1928"	18
"1812"	"montana"	"1928"	4
"1813"	"nebraska"	"1928"	8
"1814"	"nevada"	"1928"	3
"1815"	"new hampshire"	"1928"	4
"1816"	"new jersey"	"1928"	14
"1817"	"new mexico"	"1928"	3
"1818"	"new york"	"1928"	45
"1819"	"north carolina"	"1928"	12
"1820"	"north dakota"	"1928"	5
"1821"	"ohio"	"1928"	24
"1822"	"oklahoma"	"1928"	10
"1823"	"oregon"	"1928"	5
"1824"	"pennsylvania"	"1928"	38
"1825"	"rhode island"	"1928"	5
"1826"	"south carolina"	"1928"	9
"1827"	"south dakota"	"1928"	5
"1828"	"tennessee"	"1928"	12
"1829"	"texas"	"1928"	20
"1830"	"utah"	"1928"	4
"1831"	"vermont"	"1928"	4
"1832"	"virginia"	"1928"	12
"1833"	"washington"	"1928"	7
"1834"	"west virginia"	"1928"	8
"1835"	"wisconsin"	"1928"	13
"1836"	"wyoming"	"1928"	3
"1837"	"alabama"	"1932"	11
"1838"	"alaska"	"1932"	NA
"1839"	"arizona"	"1932"	3
"1840"	"arkansas"	"1932"	9
"1841"	"california"	"1932"	22
"1842"	"colorado"	"1932"	6
"1843"	"connecticut"	"1932"	8
"1844"	"district of columbia"	"1932"	NA
"1845"	"delaware"	"1932"	3
"1846"	"florida"	"1932"	7
"1847"	"georgia"	"1932"	12
"1848"	"hawaii"	"1932"	NA
"1849"	"idaho"	"1932"	4
"1850"	"illinois"	"1932"	29
"1851"	"indiana"	"1932"	14
"1852"	"iowa"	"1932"	11
"1853"	"kansas"	"1932"	9
"1854"	"kentucky"	"1932"	11
"1855"	"louisiana"	"1932"	10
"1856"	"maine"	"1932"	5
"1857"	"maryland"	"1932"	8
"1858"	"massachusetts"	"1932"	17
"1859"	"michigan"	"1932"	19
"1860"	"minnesota"	"1932"	11
"1861"	"mississippi"	"1932"	9
"1862"	"missouri"	"1932"	15
"1863"	"montana"	"1932"	4
"1864"	"nebraska"	"1932"	7
"1865"	"nevada"	"1932"	3
"1866"	"new hampshire"	"1932"	4
"1867"	"new jersey"	"1932"	16
"1868"	"new mexico"	"1932"	3
"1869"	"new york"	"1932"	47
"1870"	"north carolina"	"1932"	13
"1871"	"north dakota"	"1932"	4
"1872"	"ohio"	"1932"	26
"1873"	"oklahoma"	"1932"	11
"1874"	"oregon"	"1932"	5
"1875"	"pennsylvania"	"1932"	36
"1876"	"rhode island"	"1932"	4
"1877"	"south carolina"	"1932"	8
"1878"	"south dakota"	"1932"	4
"1879"	"tennessee"	"1932"	11
"1880"	"texas"	"1932"	23
"1881"	"utah"	"1932"	4
"1882"	"vermont"	"1932"	3
"1883"	"virginia"	"1932"	11
"1884"	"washington"	"1932"	8
"1885"	"west virginia"	"1932"	8
"1886"	"wisconsin"	"1932"	12
"1887"	"wyoming"	"1932"	3
"1888"	"alabama"	"1936"	11
"1889"	"alaska"	"1936"	NA
"1890"	"arizona"	"1936"	3
"1891"	"arkansas"	"1936"	9
"1892"	"california"	"1936"	22
"1893"	"colorado"	"1936"	6
"1894"	"connecticut"	"1936"	8
"1895"	"district of columbia"	"1936"	NA
"1896"	"delaware"	"1936"	3
"1897"	"florida"	"1936"	7
"1898"	"georgia"	"1936"	12
"1899"	"hawaii"	"1936"	NA
"1900"	"idaho"	"1936"	4
"1901"	"illinois"	"1936"	29
"1902"	"indiana"	"1936"	14
"1903"	"iowa"	"1936"	11
"1904"	"kansas"	"1936"	9
"1905"	"kentucky"	"1936"	11
"1906"	"louisiana"	"1936"	10
"1907"	"maine"	"1936"	5
"1908"	"maryland"	"1936"	8
"1909"	"massachusetts"	"1936"	17
"1910"	"michigan"	"1936"	19
"1911"	"minnesota"	"1936"	11
"1912"	"mississippi"	"1936"	9
"1913"	"missouri"	"1936"	15
"1914"	"montana"	"1936"	4
"1915"	"nebraska"	"1936"	7
"1916"	"nevada"	"1936"	3
"1917"	"new hampshire"	"1936"	4
"1918"	"new jersey"	"1936"	16
"1919"	"new mexico"	"1936"	3
"1920"	"new york"	"1936"	47
"1921"	"north carolina"	"1936"	13
"1922"	"north dakota"	"1936"	4
"1923"	"ohio"	"1936"	26
"1924"	"oklahoma"	"1936"	11
"1925"	"oregon"	"1936"	5
"1926"	"pennsylvania"	"1936"	36
"1927"	"rhode island"	"1936"	4
"1928"	"south carolina"	"1936"	8
"1929"	"south dakota"	"1936"	4
"1930"	"tennessee"	"1936"	11
"1931"	"texas"	"1936"	23
"1932"	"utah"	"1936"	4
"1933"	"vermont"	"1936"	3
"1934"	"virginia"	"1936"	11
"1935"	"washington"	"1936"	8
"1936"	"west virginia"	"1936"	8
"1937"	"wisconsin"	"1936"	12
"1938"	"wyoming"	"1936"	3
"1939"	"alabama"	"1940"	11
"1940"	"alaska"	"1940"	NA
"1941"	"arizona"	"1940"	3
"1942"	"arkansas"	"1940"	9
"1943"	"california"	"1940"	22
"1944"	"colorado"	"1940"	6
"1945"	"connecticut"	"1940"	8
"1946"	"district of columbia"	"1940"	NA
"1947"	"delaware"	"1940"	3
"1948"	"florida"	"1940"	7
"1949"	"georgia"	"1940"	12
"1950"	"hawaii"	"1940"	NA
"1951"	"idaho"	"1940"	4
"1952"	"illinois"	"1940"	29
"1953"	"indiana"	"1940"	14
"1954"	"iowa"	"1940"	11
"1955"	"kansas"	"1940"	9
"1956"	"kentucky"	"1940"	11
"1957"	"louisiana"	"1940"	10
"1958"	"maine"	"1940"	5
"1959"	"maryland"	"1940"	8
"1960"	"massachusetts"	"1940"	17
"1961"	"michigan"	"1940"	19
"1962"	"minnesota"	"1940"	11
"1963"	"mississippi"	"1940"	9
"1964"	"missouri"	"1940"	15
"1965"	"montana"	"1940"	4
"1966"	"nebraska"	"1940"	7
"1967"	"nevada"	"1940"	3
"1968"	"new hampshire"	"1940"	4
"1969"	"new jersey"	"1940"	16
"1970"	"new mexico"	"1940"	3
"1971"	"new york"	"1940"	47
"1972"	"north carolina"	"1940"	13
"1973"	"north dakota"	"1940"	4
"1974"	"ohio"	"1940"	26
"1975"	"oklahoma"	"1940"	11
"1976"	"oregon"	"1940"	5
"1977"	"pennsylvania"	"1940"	36
"1978"	"rhode island"	"1940"	4
"1979"	"south carolina"	"1940"	8
"1980"	"south dakota"	"1940"	4
"1981"	"tennessee"	"1940"	11
"1982"	"texas"	"1940"	23
"1983"	"utah"	"1940"	4
"1984"	"vermont"	"1940"	3
"1985"	"virginia"	"1940"	11
"1986"	"washington"	"1940"	8
"1987"	"west virginia"	"1940"	8
"1988"	"wisconsin"	"1940"	12
"1989"	"wyoming"	"1940"	3
"1990"	"alabama"	"1944"	11
"1991"	"alaska"	"1944"	NA
"1992"	"arizona"	"1944"	4
"1993"	"arkansas"	"1944"	9
"1994"	"california"	"1944"	25
"1995"	"colorado"	"1944"	6
"1996"	"connecticut"	"1944"	8
"1997"	"district of columbia"	"1944"	NA
"1998"	"delaware"	"1944"	3
"1999"	"florida"	"1944"	8
"2000"	"georgia"	"1944"	12
"2001"	"hawaii"	"1944"	NA
"2002"	"idaho"	"1944"	4
"2003"	"illinois"	"1944"	28
"2004"	"indiana"	"1944"	13
"2005"	"iowa"	"1944"	10
"2006"	"kansas"	"1944"	8
"2007"	"kentucky"	"1944"	11
"2008"	"louisiana"	"1944"	10
"2009"	"maine"	"1944"	5
"2010"	"maryland"	"1944"	8
"2011"	"massachusetts"	"1944"	16
"2012"	"michigan"	"1944"	19
"2013"	"minnesota"	"1944"	11
"2014"	"mississippi"	"1944"	9
"2015"	"missouri"	"1944"	15
"2016"	"montana"	"1944"	4
"2017"	"nebraska"	"1944"	6
"2018"	"nevada"	"1944"	3
"2019"	"new hampshire"	"1944"	4
"2020"	"new jersey"	"1944"	16
"2021"	"new mexico"	"1944"	4
"2022"	"new york"	"1944"	47
"2023"	"north carolina"	"1944"	14
"2024"	"north dakota"	"1944"	4
"2025"	"ohio"	"1944"	25
"2026"	"oklahoma"	"1944"	10
"2027"	"oregon"	"1944"	6
"2028"	"pennsylvania"	"1944"	35
"2029"	"rhode island"	"1944"	4
"2030"	"south carolina"	"1944"	8
"2031"	"south dakota"	"1944"	4
"2032"	"tennessee"	"1944"	12
"2033"	"texas"	"1944"	23
"2034"	"utah"	"1944"	4
"2035"	"vermont"	"1944"	3
"2036"	"virginia"	"1944"	11
"2037"	"washington"	"1944"	8
"2038"	"west virginia"	"1944"	8
"2039"	"wisconsin"	"1944"	12
"2040"	"wyoming"	"1944"	3
"2041"	"alabama"	"1948"	11
"2042"	"alaska"	"1948"	NA
"2043"	"arizona"	"1948"	4
"2044"	"arkansas"	"1948"	9
"2045"	"california"	"1948"	25
"2046"	"colorado"	"1948"	6
"2047"	"connecticut"	"1948"	8
"2048"	"district of columbia"	"1948"	NA
"2049"	"delaware"	"1948"	3
"2050"	"florida"	"1948"	8
"2051"	"georgia"	"1948"	12
"2052"	"hawaii"	"1948"	NA
"2053"	"idaho"	"1948"	4
"2054"	"illinois"	"1948"	28
"2055"	"indiana"	"1948"	13
"2056"	"iowa"	"1948"	10
"2057"	"kansas"	"1948"	8
"2058"	"kentucky"	"1948"	11
"2059"	"louisiana"	"1948"	10
"2060"	"maine"	"1948"	5
"2061"	"maryland"	"1948"	8
"2062"	"massachusetts"	"1948"	16
"2063"	"michigan"	"1948"	19
"2064"	"minnesota"	"1948"	11
"2065"	"mississippi"	"1948"	9
"2066"	"missouri"	"1948"	15
"2067"	"montana"	"1948"	4
"2068"	"nebraska"	"1948"	6
"2069"	"nevada"	"1948"	3
"2070"	"new hampshire"	"1948"	4
"2071"	"new jersey"	"1948"	16
"2072"	"new mexico"	"1948"	4
"2073"	"new york"	"1948"	47
"2074"	"north carolina"	"1948"	14
"2075"	"north dakota"	"1948"	4
"2076"	"ohio"	"1948"	25
"2077"	"oklahoma"	"1948"	10
"2078"	"oregon"	"1948"	6
"2079"	"pennsylvania"	"1948"	35
"2080"	"rhode island"	"1948"	4
"2081"	"south carolina"	"1948"	8
"2082"	"south dakota"	"1948"	4
"2083"	"tennessee"	"1948"	12
"2084"	"texas"	"1948"	23
"2085"	"utah"	"1948"	4
"2086"	"vermont"	"1948"	3
"2087"	"virginia"	"1948"	11
"2088"	"washington"	"1948"	8
"2089"	"west virginia"	"1948"	8
"2090"	"wisconsin"	"1948"	12
"2091"	"wyoming"	"1948"	3
"2092"	"alabama"	"1952"	11
"2093"	"alaska"	"1952"	NA
"2094"	"arizona"	"1952"	4
"2095"	"arkansas"	"1952"	8
"2096"	"california"	"1952"	32
"2097"	"colorado"	"1952"	6
"2098"	"connecticut"	"1952"	8
"2099"	"district of columbia"	"1952"	NA
"2100"	"delaware"	"1952"	3
"2101"	"florida"	"1952"	10
"2102"	"georgia"	"1952"	12
"2103"	"hawaii"	"1952"	NA
"2104"	"idaho"	"1952"	4
"2105"	"illinois"	"1952"	27
"2106"	"indiana"	"1952"	13
"2107"	"iowa"	"1952"	10
"2108"	"kansas"	"1952"	8
"2109"	"kentucky"	"1952"	10
"2110"	"louisiana"	"1952"	10
"2111"	"maine"	"1952"	5
"2112"	"maryland"	"1952"	9
"2113"	"massachusetts"	"1952"	16
"2114"	"michigan"	"1952"	20
"2115"	"minnesota"	"1952"	11
"2116"	"mississippi"	"1952"	8
"2117"	"missouri"	"1952"	13
"2118"	"montana"	"1952"	4
"2119"	"nebraska"	"1952"	6
"2120"	"nevada"	"1952"	3
"2121"	"new hampshire"	"1952"	4
"2122"	"new jersey"	"1952"	16
"2123"	"new mexico"	"1952"	4
"2124"	"new york"	"1952"	45
"2125"	"north carolina"	"1952"	14
"2126"	"north dakota"	"1952"	4
"2127"	"ohio"	"1952"	25
"2128"	"oklahoma"	"1952"	8
"2129"	"oregon"	"1952"	6
"2130"	"pennsylvania"	"1952"	32
"2131"	"rhode island"	"1952"	4
"2132"	"south carolina"	"1952"	8
"2133"	"south dakota"	"1952"	4
"2134"	"tennessee"	"1952"	11
"2135"	"texas"	"1952"	24
"2136"	"utah"	"1952"	4
"2137"	"vermont"	"1952"	3
"2138"	"virginia"	"1952"	12
"2139"	"washington"	"1952"	9
"2140"	"west virginia"	"1952"	8
"2141"	"wisconsin"	"1952"	12
"2142"	"wyoming"	"1952"	3
"2143"	"alabama"	"1956"	11
"2144"	"alaska"	"1956"	NA
"2145"	"arizona"	"1956"	4
"2146"	"arkansas"	"1956"	8
"2147"	"california"	"1956"	32
"2148"	"colorado"	"1956"	6
"2149"	"connecticut"	"1956"	8
"2150"	"district of columbia"	"1956"	NA
"2151"	"delaware"	"1956"	3
"2152"	"florida"	"1956"	10
"2153"	"georgia"	"1956"	12
"2154"	"hawaii"	"1956"	NA
"2155"	"idaho"	"1956"	4
"2156"	"illinois"	"1956"	27
"2157"	"indiana"	"1956"	13
"2158"	"iowa"	"1956"	10
"2159"	"kansas"	"1956"	8
"2160"	"kentucky"	"1956"	10
"2161"	"louisiana"	"1956"	10
"2162"	"maine"	"1956"	5
"2163"	"maryland"	"1956"	9
"2164"	"massachusetts"	"1956"	16
"2165"	"michigan"	"1956"	20
"2166"	"minnesota"	"1956"	11
"2167"	"mississippi"	"1956"	8
"2168"	"missouri"	"1956"	13
"2169"	"montana"	"1956"	4
"2170"	"nebraska"	"1956"	6
"2171"	"nevada"	"1956"	3
"2172"	"new hampshire"	"1956"	4
"2173"	"new jersey"	"1956"	16
"2174"	"new mexico"	"1956"	4
"2175"	"new york"	"1956"	45
"2176"	"north carolina"	"1956"	14
"2177"	"north dakota"	"1956"	4
"2178"	"ohio"	"1956"	25
"2179"	"oklahoma"	"1956"	8
"2180"	"oregon"	"1956"	6
"2181"	"pennsylvania"	"1956"	32
"2182"	"rhode island"	"1956"	4
"2183"	"south carolina"	"1956"	8
"2184"	"south dakota"	"1956"	4
"2185"	"tennessee"	"1956"	11
"2186"	"texas"	"1956"	24
"2187"	"utah"	"1956"	4
"2188"	"vermont"	"1956"	3
"2189"	"virginia"	"1956"	12
"2190"	"washington"	"1956"	9
"2191"	"west virginia"	"1956"	8
"2192"	"wisconsin"	"1956"	12
"2193"	"wyoming"	"1956"	3
"2194"	"alabama"	"1960"	11
"2195"	"alaska"	"1960"	3
"2196"	"arizona"	"1960"	4
"2197"	"arkansas"	"1960"	8
"2198"	"california"	"1960"	32
"2199"	"colorado"	"1960"	6
"2200"	"connecticut"	"1960"	8
"2201"	"district of columbia"	"1960"	NA
"2202"	"delaware"	"1960"	3
"2203"	"florida"	"1960"	10
"2204"	"georgia"	"1960"	12
"2205"	"hawaii"	"1960"	3
"2206"	"idaho"	"1960"	4
"2207"	"illinois"	"1960"	27
"2208"	"indiana"	"1960"	13
"2209"	"iowa"	"1960"	10
"2210"	"kansas"	"1960"	8
"2211"	"kentucky"	"1960"	10
"2212"	"louisiana"	"1960"	10
"2213"	"maine"	"1960"	5
"2214"	"maryland"	"1960"	9
"2215"	"massachusetts"	"1960"	16
"2216"	"michigan"	"1960"	20
"2217"	"minnesota"	"1960"	11
"2218"	"mississippi"	"1960"	8
"2219"	"missouri"	"1960"	13
"2220"	"montana"	"1960"	4
"2221"	"nebraska"	"1960"	6
"2222"	"nevada"	"1960"	3
"2223"	"new hampshire"	"1960"	4
"2224"	"new jersey"	"1960"	16
"2225"	"new mexico"	"1960"	4
"2226"	"new york"	"1960"	45
"2227"	"north carolina"	"1960"	14
"2228"	"north dakota"	"1960"	4
"2229"	"ohio"	"1960"	25
"2230"	"oklahoma"	"1960"	8
"2231"	"oregon"	"1960"	6
"2232"	"pennsylvania"	"1960"	32
"2233"	"rhode island"	"1960"	4
"2234"	"south carolina"	"1960"	8
"2235"	"south dakota"	"1960"	4
"2236"	"tennessee"	"1960"	11
"2237"	"texas"	"1960"	24
"2238"	"utah"	"1960"	4
"2239"	"vermont"	"1960"	3
"2240"	"virginia"	"1960"	12
"2241"	"washington"	"1960"	9
"2242"	"west virginia"	"1960"	8
"2243"	"wisconsin"	"1960"	12
"2244"	"wyoming"	"1960"	3
"2245"	"alabama"	"1964"	10
"2246"	"alaska"	"1964"	3
"2247"	"arizona"	"1964"	5
"2248"	"arkansas"	"1964"	6
"2249"	"california"	"1964"	40
"2250"	"colorado"	"1964"	6
"2251"	"connecticut"	"1964"	8
"2252"	"district of columbia"	"1964"	3
"2253"	"delaware"	"1964"	3
"2254"	"florida"	"1964"	14
"2255"	"georgia"	"1964"	12
"2256"	"hawaii"	"1964"	4
"2257"	"idaho"	"1964"	4
"2258"	"illinois"	"1964"	26
"2259"	"indiana"	"1964"	13
"2260"	"iowa"	"1964"	9
"2261"	"kansas"	"1964"	7
"2262"	"kentucky"	"1964"	9
"2263"	"louisiana"	"1964"	10
"2264"	"maine"	"1964"	4
"2265"	"maryland"	"1964"	10
"2266"	"massachusetts"	"1964"	14
"2267"	"michigan"	"1964"	21
"2268"	"minnesota"	"1964"	10
"2269"	"mississippi"	"1964"	7
"2270"	"missouri"	"1964"	12
"2271"	"montana"	"1964"	4
"2272"	"nebraska"	"1964"	5
"2273"	"nevada"	"1964"	3
"2274"	"new hampshire"	"1964"	4
"2275"	"new jersey"	"1964"	17
"2276"	"new mexico"	"1964"	4
"2277"	"new york"	"1964"	43
"2278"	"north carolina"	"1964"	13
"2279"	"north dakota"	"1964"	4
"2280"	"ohio"	"1964"	26
"2281"	"oklahoma"	"1964"	8
"2282"	"oregon"	"1964"	6
"2283"	"pennsylvania"	"1964"	29
"2284"	"rhode island"	"1964"	4
"2285"	"south carolina"	"1964"	8
"2286"	"south dakota"	"1964"	4
"2287"	"tennessee"	"1964"	11
"2288"	"texas"	"1964"	25
"2289"	"utah"	"1964"	4
"2290"	"vermont"	"1964"	3
